pair,signal,conf,entry,sl,tp,outcome,pnl_r,time
BTCUSDT,LONG,100,70301.66,69610.7107,72374.5079,LOSS,-1.0,2026-03-21 16:00:00
BTCUSDT,SHORT,100,68654.83,69157.4996,67146.8211,LOSS,-1.0,2026-03-22 12:00:00
BTCUSDT,SHORT,100,68541.0,69161.9193,66678.2421,LOSS,-1.0,2026-03-23 04:00:00
BTCUSDT,SHORT,100,70561.54,72049.2054,66098.5439,LOSS,-1.0,2026-03-23 16:00:00
BTCUSDT,SHORT,100,70542.9,71870.05,66561.45,LOSS,-1.0,2026-03-24 03:00:00
BTCUSDT,SHORT,100,70093.19,70563.9914,68680.7857,LOSS,-1.0,2026-03-24 20:00:00
BTCUSDT,LONG,100,70926.88,70258.5411,72931.8968,LOSS,-1.0,2026-03-25 07:00:00
BTCUSDT,LONG,100,70810.34,70216.1175,72593.0075,LOSS,-1.0,2026-03-25 18:00:00
BTCUSDT,LONG,70,69562.41,69070.3111,71038.7068,LOSS,-1.0,2026-03-26 09:00:00
BTCUSDT,SHORT,100,69051.27,70133.2764,65805.2507,WIN,3.0,2026-03-27 01:00:00
BTCUSDT,SHORT,70,66188.32,67120.4854,63391.8239,LOSS,-1.0,2026-03-27 13:00:00
BTCUSDT,SHORT,100,66431.55,67073.4339,64505.8982,LOSS,-1.0,2026-03-28 00:00:00
BTCUSDT,LONG,100,66319.47,65812.6989,67839.7832,LOSS,-1.0,2026-03-28 11:00:00
BTCUSDT,SHORT,100,66755.88,67095.9604,65735.6389,LOSS,-1.0,2026-03-28 22:00:00
BTCUSDT,SHORT,70,66634.01,67079.2529,65298.2814,WIN,3.0,2026-03-29 09:00:00
BTCUSDT,LONG,100,66614.05,66275.8789,67628.5632,LOSS,-1.0,2026-03-29 20:00:00
BTCUSDT,LONG,100,67666.44,66993.1429,69686.3314,LOSS,-1.0,2026-03-30 08:00:00
BTCUSDT,LONG,70,66550.05,66189.3396,67632.1811,WIN,3.0,2026-03-30 19:00:00
BTCUSDT,LONG,100,67492.85,67026.4832,68891.9504,LOSS,-1.0,2026-03-31 06:00:00
BTCUSDT,LONG,100,67526.75,66994.6704,69122.9889,WIN,3.0,2026-03-31 17:00:00
BTCUSDT,SHORT,70,68303.83,68630.7279,67323.1364,LOSS,-1.0,2026-04-01 04:00:00
BTCUSDT,LONG,70,68816.34,67661.0864,72282.1007,LOSS,-1.0,2026-04-01 16:00:00
BTCUSDT,LONG,100,66681.49,65960.075,68845.735,LOSS,-1.0,2026-04-02 06:00:00
BTCUSDT,LONG,100,66679.16,65983.7954,68765.2539,LOSS,-1.0,2026-04-02 17:00:00
BTCUSDT,LONG,70,66602.66,66038.3279,68295.6564,LOSS,-1.0,2026-04-03 04:00:00
BTCUSDT,LONG,70,66827.15,66251.0661,68555.4018,LOSS,-1.0,2026-04-03 15:00:00
BTCUSDT,LONG,70,66844.83,66330.3486,68388.2743,LOSS,-1.0,2026-04-04 02:00:00
BTCUSDT,LONG,70,67193.44,66687.2471,68712.0186,LOSS,-1.0,2026-04-04 13:00:00
BTCUSDT,LONG,100,67225.0,66827.1611,68418.5168,LOSS,-1.0,2026-04-05 00:00:00
BTCUSDT,LONG,100,66999.0,66746.4029,67756.7914,LOSS,-1.0,2026-04-05 11:00:00
BTCUSDT,LONG,100,69654.38,69130.0457,71227.3829,LOSS,-1.0,2026-04-06 14:00:00
BTCUSDT,LONG,70,67860.48,67200.2246,69841.2461,WIN,3.0,2026-04-07 14:00:00
BTCUSDT,LONG,100,71627.59,70967.7214,73607.1957,LOSS,-1.0,2026-04-08 07:00:00
BTCUSDT,LONG,100,71318.48,71009.04,72246.8,LOSS,-1.0,2026-04-08 19:00:00
BTCUSDT,LONG,70,71031.84,70533.0954,72528.0739,LOSS,-1.0,2026-04-09 06:00:00
BTCUSDT,LONG,100,71888.69,71195.4193,73968.5021,LOSS,-1.0,2026-04-09 18:00:00
BTCUSDT,LONG,70,72127.84,71483.0225,74062.2925,LOSS,-1.0,2026-04-10 05:00:00
BTCUSDT,LONG,70,73361.68,72650.2336,75496.0193,LOSS,-1.0,2026-04-10 20:00:00
BTCUSDT,SHORT,70,72745.38,73233.2093,71281.8921,LOSS,-1.0,2026-04-11 07:00:00
BTCUSDT,LONG,100,73290.43,72740.9636,74938.8293,LOSS,-1.0,2026-04-11 20:00:00
BTCUSDT,SHORT,100,71335.43,71685.7796,70284.3811,LOSS,-1.0,2026-04-12 20:00:00
BTCUSDT,SHORT,100,70680.7,71282.6464,68874.8607,LOSS,-1.0,2026-04-13 08:00:00
BTCUSDT,SHORT,70,74210.11,74764.6193,72546.5821,LOSS,-1.0,2026-04-14 05:00:00
BTCUSDT,LONG,100,74652.2,73894.0311,76926.7068,LOSS,-1.0,2026-04-14 16:00:00
BTCUSDT,LONG,100,74345.97,73849.3525,75835.8225,LOSS,-1.0,2026-04-15 03:00:00
BTCUSDT,LONG,100,74151.81,73944.595,74773.455,LOSS,-1.0,2026-04-15 14:00:00
BTCUSDT,LONG,100,74657.66,73897.9793,76936.7021,LOSS,-1.0,2026-04-16 01:00:00
BTCUSDT,LONG,100,74624.0,74272.4714,75678.5857,LOSS,-1.0,2026-04-16 12:00:00
BTCUSDT,LONG,100,75154.29,73738.8921,79400.4836,LOSS,-1.0,2026-04-16 23:00:00
BTCUSDT,SHORT,70,77168.0,77780.9021,75329.2936,LOSS,-1.0,2026-04-18 00:00:00
BTCUSDT,LONG,70,76039.05,74939.4707,79337.7879,LOSS,-1.0,2026-04-18 11:00:00
BTCUSDT,LONG,70,75813.53,74930.2704,78463.3089,LOSS,-1.0,2026-04-18 22:00:00
BTCUSDT,SHORT,100,75222.45,75930.7811,73097.4568,LOSS,-1.0,2026-04-19 10:00:00
BTCUSDT,SHORT,100,74595.13,75326.8064,72400.1007,LOSS,-1.0,2026-04-20 01:00:00
BTCUSDT,SHORT,100,75034.79,75322.3471,74172.1186,LOSS,-1.0,2026-04-20 14:00:00
BTCUSDT,LONG,100,75927.59,75030.6089,78618.5332,LOSS,-1.0,2026-04-21 01:00:00
BTCUSDT,LONG,100,76009.46,75563.9257,77346.0629,LOSS,-1.0,2026-04-21 12:00:00
BTCUSDT,SHORT,100,76336.15,77182.3646,73797.5061,LOSS,-1.0,2026-04-21 23:00:00
BTCUSDT,LONG,70,78300.0,77732.8554,80001.4339,LOSS,-1.0,2026-04-22 11:00:00
BTCUSDT,LONG,100,78607.95,77895.1064,80746.4807,LOSS,-1.0,2026-04-22 22:00:00
BTCUSDT,LONG,100,77655.34,77225.3143,78945.4171,LOSS,-1.0,2026-04-23 09:00:00
BTCUSDT,LONG,70,77886.97,77191.8646,79972.2861,LOSS,-1.0,2026-04-23 20:00:00
ETHUSDT,SHORT,70,2681.02,2739.3868,2505.9196,LOSS,-1.0,2021-04-28 15:00:00
ETHUSDT,LONG,70,2719.82,2676.5011,2849.7768,LOSS,-1.0,2021-04-29 02:00:00
ETHUSDT,LONG,100,2725.01,2681.5696,2855.3311,LOSS,-1.0,2021-04-29 16:00:00
ETHUSDT,LONG,100,2739.02,2692.0054,2880.0639,WIN,3.0,2021-04-30 11:00:00
ETHUSDT,LONG,100,2745.44,2712.8446,2843.2261,WIN,3.0,2021-04-30 22:00:00
ETHUSDT,LONG,100,2878.54,2832.8811,3015.5168,WIN,3.0,2021-05-02 08:00:00
ETHUSDT,LONG,100,2946.57,2906.4779,3066.8464,WIN,3.0,2021-05-02 22:00:00
ETHUSDT,LONG,100,3107.02,3058.1,3253.78,WIN,3.0,2021-05-03 13:00:00
ETHUSDT,LONG,100,3260.06,3206.3257,3421.2629,LOSS,-1.0,2021-05-04 00:00:00
ETHUSDT,LONG,70,3228.49,3168.7936,3407.5793,LOSS,-1.0,2021-05-04 15:00:00
ETHUSDT,LONG,100,3317.0,3225.4821,3591.5536,LOSS,-1.0,2021-05-05 02:00:00
ETHUSDT,LONG,100,3341.08,3244.5318,3630.7246,LOSS,-1.0,2021-05-05 14:00:00
ETHUSDT,LONG,100,3475.07,3384.9554,3745.4139,LOSS,-1.0,2021-05-06 01:00:00
ETHUSDT,LONG,70,3457.2,3363.7379,3737.5864,LOSS,-1.0,2021-05-06 18:00:00
ETHUSDT,LONG,70,3439.72,3389.9554,3589.0139,LOSS,-1.0,2021-05-07 06:00:00
ETHUSDT,SHORT,70,3534.76,3560.4504,3457.6889,WIN,3.0,2021-05-07 17:00:00
ETHUSDT,LONG,70,3535.53,3484.6679,3688.1164,WIN,3.0,2021-05-08 10:00:00
ETHUSDT,LONG,100,3835.21,3736.5443,4131.2071,LOSS,-1.0,2021-05-09 00:00:00
ETHUSDT,LONG,100,3833.63,3736.2696,4125.7111,WIN,3.0,2021-05-09 13:00:00
ETHUSDT,LONG,70,4125.7,3980.6161,4560.9518,LOSS,-1.0,2021-05-10 12:00:00
ETHUSDT,LONG,70,3945.88,3587.9889,5019.5532,LOSS,-1.0,2021-05-10 23:00:00
ETHUSDT,SHORT,100,4039.4,4194.0971,3575.3086,LOSS,-1.0,2021-05-11 10:00:00
ETHUSDT,SHORT,70,4120.7,4232.1671,3786.2986,LOSS,-1.0,2021-05-11 21:00:00
ETHUSDT,LONG,70,4189.07,4104.3525,4443.2225,LOSS,-1.0,2021-05-12 15:00:00
ETHUSDT,LONG,70,3983.07,3809.1893,4504.7121,LOSS,-1.0,2021-05-13 02:00:00
ETHUSDT,SHORT,70,3747.02,3930.6211,3196.2168,LOSS,-1.0,2021-05-13 15:00:00
ETHUSDT,SHORT,70,3789.97,3931.4407,3365.5579,LOSS,-1.0,2021-05-14 02:00:00
ETHUSDT,LONG,70,3984.62,3847.8236,4395.0093,LOSS,-1.0,2021-05-14 20:00:00
ETHUSDT,LONG,70,3844.35,3741.6296,4152.5111,LOSS,-1.0,2021-05-15 10:00:00
ETHUSDT,LONG,70,3806.75,3740.48,4005.56,LOSS,-1.0,2021-05-15 21:00:00
ETHUSDT,LONG,70,3797.19,3737.1789,3977.2232,LOSS,-1.0,2021-05-16 08:00:00
ETHUSDT,SHORT,70,3476.59,3683.9214,2854.5957,LOSS,-1.0,2021-05-16 21:00:00
ETHUSDT,SHORT,70,3541.11,3696.98,3073.5,LOSS,-1.0,2021-05-17 08:00:00
ETHUSDT,LONG,70,3378.75,3286.0832,3656.7504,LOSS,-1.0,2021-05-17 19:00:00
ETHUSDT,LONG,100,3464.36,3286.6896,3997.3711,LOSS,-1.0,2021-05-18 06:00:00
ETHUSDT,LONG,70,3398.61,3328.3636,3609.3493,LOSS,-1.0,2021-05-18 17:00:00
ETHUSDT,SHORT,70,2564.07,2818.1307,1801.8879,LOSS,-1.0,2021-05-20 04:00:00
ETHUSDT,SHORT,100,2700.5,2781.7211,2456.8368,LOSS,-1.0,2021-05-20 16:00:00
ETHUSDT,LONG,70,2790.86,2682.1264,3117.0607,LOSS,-1.0,2021-05-21 03:00:00
ETHUSDT,SHORT,70,2430.98,2575.7568,1996.6496,LOSS,-1.0,2021-05-21 23:00:00
ETHUSDT,SHORT,70,2463.32,2563.0793,2164.0421,WIN,3.0,2021-05-22 10:00:00
ETHUSDT,SHORT,100,2364.44,2445.5046,2121.2461,WIN,3.0,2021-05-22 21:00:00
ETHUSDT,SHORT,70,1913.83,2082.1289,1408.9332,LOSS,-1.0,2021-05-23 17:00:00
ETHUSDT,SHORT,70,2291.1,2379.7207,2025.2379,LOSS,-1.0,2021-05-24 07:00:00
ETHUSDT,LONG,70,2571.54,2472.1836,2869.6093,LOSS,-1.0,2021-05-25 02:00:00
ETHUSDT,LONG,70,2610.47,2479.2771,3004.0486,LOSS,-1.0,2021-05-25 15:00:00
ETHUSDT,LONG,70,2840.02,2749.0514,3112.9257,LOSS,-1.0,2021-05-26 08:00:00
ETHUSDT,LONG,100,2739.85,2604.6386,3145.4843,LOSS,-1.0,2021-05-26 19:00:00
ETHUSDT,LONG,100,2754.06,2641.6586,3091.2643,LOSS,-1.0,2021-05-27 06:00:00
ETHUSDT,LONG,100,2757.66,2651.5339,3076.0382,LOSS,-1.0,2021-05-27 19:00:00
ETHUSDT,SHORT,70,2562.84,2627.4293,2369.0721,WIN,3.0,2021-05-28 12:00:00
ETHUSDT,SHORT,100,2492.28,2585.5457,2212.4829,WIN,3.0,2021-05-29 00:00:00
ETHUSDT,LONG,70,2450.75,2388.2225,2638.3325,LOSS,-1.0,2021-05-29 11:00:00
ETHUSDT,SHORT,70,2272.04,2324.4046,2114.9461,LOSS,-1.0,2021-05-29 22:00:00
ETHUSDT,LONG,70,2423.83,2388.1682,2530.8154,LOSS,-1.0,2021-05-30 09:00:00
ETHUSDT,LONG,100,2385.98,2315.6196,2597.0611,LOSS,-1.0,2021-05-30 23:00:00
ETHUSDT,SHORT,70,2698.3,2768.7179,2487.0464,LOSS,-1.0,2021-06-01 05:00:00
ETHUSDT,LONG,70,2537.92,2486.6354,2691.7739,WIN,3.0,2021-06-01 16:00:00
ETHUSDT,LONG,100,2615.4,2588.1079,2697.2764,WIN,3.0,2021-06-02 03:00:00
ETHUSDT,LONG,100,2671.48,2591.6293,2911.0321,LOSS,-1.0,2021-06-03 01:00:00
ETHUSDT,LONG,70,2826.56,2782.9046,2957.5261,LOSS,-1.0,2021-06-03 12:00:00
ETHUSDT,LONG,100,2857.25,2783.7654,3077.7039,LOSS,-1.0,2021-06-03 23:00:00
ETHUSDT,LONG,70,2622.86,2555.6979,2824.3464,LOSS,-1.0,2021-06-04 10:00:00
ETHUSDT,SHORT,100,2733.56,2790.3329,2563.2414,LOSS,-1.0,2021-06-04 21:00:00
ETHUSDT,SHORT,100,2704.37,2764.0571,2525.3086,LOSS,-1.0,2021-06-05 09:00:00
ETHUSDT,SHORT,70,2633.11,2692.7914,2454.0657,LOSS,-1.0,2021-06-05 20:00:00
ETHUSDT,SHORT,100,2731.74,2760.1096,2646.6311,LOSS,-1.0,2021-06-06 08:00:00
ETHUSDT,LONG,70,2673.87,2641.1564,2772.0107,WIN,3.0,2021-06-06 19:00:00
ETHUSDT,LONG,100,2777.24,2724.2632,2936.1704,LOSS,-1.0,2021-06-07 14:00:00
ETHUSDT,SHORT,70,2608.45,2673.5589,2413.1232,WIN,3.0,2021-06-08 01:00:00
ETHUSDT,LONG,70,2500.51,2434.8939,2697.3582,LOSS,-1.0,2021-06-08 12:00:00
ETHUSDT,LONG,70,2507.23,2436.9382,2718.1054,LOSS,-1.0,2021-06-08 23:00:00
ETHUSDT,SHORT,100,2496.36,2567.7596,2282.1611,LOSS,-1.0,2021-06-09 10:00:00
ETHUSDT,SHORT,70,2580.77,2609.3339,2495.0782,LOSS,-1.0,2021-06-09 21:00:00
ETHUSDT,LONG,70,2512.2,2453.6325,2687.9025,LOSS,-1.0,2021-06-10 08:00:00
ETHUSDT,LONG,70,2458.69,2426.2111,2556.1268,LOSS,-1.0,2021-06-10 19:00:00
ETHUSDT,LONG,70,2428.45,2384.3986,2560.6043,LOSS,-1.0,2021-06-11 06:00:00
ETHUSDT,SHORT,70,2381.16,2434.935,2219.835,LOSS,-1.0,2021-06-11 20:00:00
ETHUSDT,SHORT,70,2393.54,2439.3829,2256.0114,LOSS,-1.0,2021-06-12 10:00:00
ETHUSDT,LONG,70,2404.33,2362.7811,2528.9768,LOSS,-1.0,2021-06-12 21:00:00
ETHUSDT,LONG,70,2370.98,2345.3939,2447.7382,LOSS,-1.0,2021-06-13 10:00:00
ETHUSDT,SHORT,70,2488.6,2559.1886,2276.8343,LOSS,-1.0,2021-06-14 10:00:00
ETHUSDT,SHORT,70,2557.0,2625.6436,2351.0693,LOSS,-1.0,2021-06-14 22:00:00
ETHUSDT,SHORT,70,2588.81,2625.6136,2478.3993,LOSS,-1.0,2021-06-15 09:00:00
ETHUSDT,LONG,100,2554.4,2535.1911,2612.0268,LOSS,-1.0,2021-06-15 22:00:00
ETHUSDT,LONG,70,2512.72,2495.8996,2563.1811,LOSS,-1.0,2021-06-16 09:00:00
ETHUSDT,SHORT,70,2396.85,2439.0257,2270.3229,LOSS,-1.0,2021-06-17 00:00:00
ETHUSDT,SHORT,100,2424.5,2454.1207,2335.6379,WIN,3.0,2021-06-17 11:00:00
ETHUSDT,LONG,70,2358.3,2333.8846,2431.5461,LOSS,-1.0,2021-06-18 04:00:00
ETHUSDT,SHORT,70,2221.67,2268.35,2081.63,LOSS,-1.0,2021-06-18 21:00:00
ETHUSDT,SHORT,70,2249.08,2272.7279,2178.1364,LOSS,-1.0,2021-06-19 08:00:00
ETHUSDT,LONG,70,2221.18,2183.0025,2335.7125,LOSS,-1.0,2021-06-19 19:00:00
ETHUSDT,LONG,70,2198.58,2154.5546,2330.6561,LOSS,-1.0,2021-06-20 06:00:00
ETHUSDT,LONG,70,2222.78,2168.7664,2384.8207,LOSS,-1.0,2021-06-20 19:00:00
ETHUSDT,SHORT,70,2011.61,2073.8129,1825.0014,WIN,3.0,2021-06-21 13:00:00
